rep,delta_auroc,delta_auprc,delta_logloss_plus_risk_minus_quality
1214,0.03093306529144002,0.08099303460339558,-0.034371968450964185
1215,0.028242519945421596,0.07486184858602385,-0.03202278071544573
1216,0.033497380989522596,0.0802065348697587,-0.034806897358672984
1217,0.026566989274103392,0.06660780221688856,-0.029801737708869236
1218,0.027616395325333887,0.0677477617608564,-0.032190668701177316
1219,0.02781534947636044,0.06957331127012334,-0.03141311002587571
1220,0.025268362444916925,0.0654990031757624,-0.02819187356352021
1221,0.026395370943331553,0.0690765964625556,-0.029900052489471085
1222,0.029546051722830757,0.0718170246474279,-0.033681403568663115
1223,0.028106247905352655,0.07391958501109963,-0.03172380466965036
1224,0.027331762937816584,0.07546765930273647,-0.03309489734974719
1225,0.02995279626814229,0.0712428763067171,-0.03280897605835997
1226,0.0301250049967261,0.0673065188061377,-0.03621505404072639
1227,0.030222550447135177,0.07601704421246569,-0.03450809520206166
1228,0.03197539994696019,0.07619793098203298,-0.03565588804064801
1229,0.02237954380695939,0.06279900183752574,-0.026128278551862616
1230,0.029198932113015386,0.07325852537015354,-0.03197041860223687
1231,0.03403011318636828,0.08096515608757848,-0.03845714148839163
1232,0.025361915543516966,0.062380460132916093,-0.03033285170754285
1233,0.028301547984716846,0.07256063523705902,-0.03218269309487509
1234,0.024119285142941593,0.05660261915012765,-0.027695559651471247
1235,0.028220633854852406,0.07146791230527338,-0.03149665648556882
1236,0.02699760407208862,0.06607673557707028,-0.03001172403103175
1237,0.02554560627086211,0.06885747055868863,-0.02892259181505885
1238,0.03151382422975835,0.07668353921110749,-0.035806386917757504
1239,0.02747165793327211,0.06874989975269041,-0.030323190362421704
1240,0.02560387882768511,0.06875127368768585,-0.030568036966087453
1241,0.026362313674775484,0.06813012551106334,-0.03007680133858809
1242,0.024193670203318973,0.06635945212739558,-0.026017488429368907
1243,0.027326148062654543,0.07257611577959511,-0.030432124606947497
1244,0.027866255437034027,0.07200524311887668,-0.0330241964223395
1245,0.02415130902653584,0.058775518111350955,-0.027349597595518027
1246,0.030277665683472454,0.07129619918498842,-0.0345443651839169
1247,0.03114742681800786,0.07287081569361353,-0.034600567892705714
1248,0.02511451401228082,0.06483015146190274,-0.02751143501995229
1249,0.03050626231088771,0.07308980170114754,-0.03456167358177725
1250,0.028055596043905506,0.07278309242252068,-0.030794205941313935
1251,0.03198395228710982,0.0790593625696685,-0.035285250659650214
1252,0.02555276836055209,0.06679814670731299,-0.027957208545900836
1253,0.023835075592042454,0.06190641893409787,-0.02895050252278686
1254,0.029728999154900237,0.07158827021185021,-0.03598800068157687
1255,0.025584421332152996,0.06427138496486873,-0.028028728172263706
1256,0.03169056490968292,0.07256483811045722,-0.03639173926645045
1257,0.029855302852013543,0.0714306795057551,-0.033866347012763864
1258,0.026056982651387228,0.06706492343494641,-0.02857243516809288
1259,0.02619716233747016,0.06913744002567634,-0.028598658847360847
1260,0.02814906780412707,0.07129672217329974,-0.03338404938718853
1261,0.02194296083519809,0.058532879000078974,-0.02423588377543906
1262,0.025805641863203665,0.07131175956855329,-0.028495415958391168
1263,0.032608841079429296,0.0819775056187807,-0.036528947656312205
1264,0.024482644346662363,0.06649268046551438,-0.026486317020956884
1265,0.03034170033310668,0.0754801150652723,-0.03426882380334351
1266,0.030395875174755838,0.07837879782092905,-0.0350912622243445
1267,0.02268306703702483,0.06133656700235823,-0.02678765348659934
1268,0.02428982894017473,0.07310066720023256,-0.028079956836153108
1269,0.031146764492559154,0.07011243423633085,-0.034173836546212255
1270,0.02556488605943641,0.06686194661211964,-0.027968849907777704
1271,0.028111831027553102,0.0708486884056192,-0.03010136170816291
1272,0.030484060435195137,0.07923951594130485,-0.034166494615575416
1273,0.029991109976924113,0.07336564666709944,-0.032824597303695024
1274,0.02064690242579592,0.061823901520559166,-0.022663610243654653
