rep,safetta_pooled_auroc,safetta_pooled_auprc,safetta_macro3_auroc,safetta_macro3_auprc,sictta_ccd_pooled_auroc,sictta_ccd_pooled_auprc,sictta_ccd_macro3_auroc,sictta_ccd_macro3_auprc,tegda_adic_pooled_auroc,tegda_adic_pooled_auprc,tegda_adic_macro3_auroc,tegda_adic_macro3_auprc,mc_dropout_pooled_auroc,mc_dropout_pooled_auprc,mc_dropout_macro3_auroc,mc_dropout_macro3_auprc,delta_safetta_minus_sictta_ccd_pooled_auroc,delta_safetta_minus_sictta_ccd_pooled_auprc,delta_safetta_minus_sictta_ccd_macro3_auroc,delta_safetta_minus_sictta_ccd_macro3_auprc,delta_safetta_minus_tegda_adic_pooled_auroc,delta_safetta_minus_tegda_adic_pooled_auprc,delta_safetta_minus_tegda_adic_macro3_auroc,delta_safetta_minus_tegda_adic_macro3_auprc,delta_safetta_minus_mc_dropout_pooled_auroc,delta_safetta_minus_mc_dropout_pooled_auprc,delta_safetta_minus_mc_dropout_macro3_auroc,delta_safetta_minus_mc_dropout_macro3_auprc
10,0.621612759559909,0.5104676749543181,0.6216897867159287,0.5119992758619957,0.6353607408427779,0.4624038095416923,0.6353205870134978,0.46148625364140083,0.6007109560458413,0.3945875476240004,0.6007007456318217,0.39721866301886166,0.44329528158938425,0.3226688392944483,0.44392464312164215,0.3251819739584622,-0.013747981282868915,0.048063865412625806,-0.013630800297569134,0.05051302222059484,0.020901803514067674,0.11588012733031772,0.02098904108410693,0.11478061284313401,0.17831747797052477,0.18779883565986982,0.17776514359428652,0.18681730190353346
11,0.6168477164550008,0.49441008076302334,0.6170998562675076,0.49593061419958745,0.6228866317872211,0.4396176207070931,0.6234166418549352,0.4407470347014988,0.6056142244616791,0.39633300812143757,0.6058481988680993,0.3981148156326013,0.4600972990604868,0.330828228309756,0.4598129324633711,0.3346269820135948,-0.00603891533222034,0.05479246005593025,-0.0063167855874275425,0.055183579498088664,0.011233491993321687,0.09807707264158577,0.011251657399408366,0.09781579856698613,0.156750417394514,0.16358185245326734,0.1572869238041365,0.16130363218599264
12,0.6249558118731011,0.48898264410430936,0.62510619602899,0.4908738268271364,0.6328705644411984,0.45479683682590144,0.6334903663256829,0.4564095578508051,0.6171950154928542,0.3921780379859951,0.6173188681581071,0.3953680540750202,0.45582246096535395,0.3283257123383638,0.4553838981120775,0.3304926050642138,-0.00791475256809726,0.03418580727840792,-0.008384170296692917,0.03446426897633126,0.007760796380246959,0.09680460611831426,0.007787327870882876,0.09550577275211619,0.16913335090774717,0.1606569317659456,0.16972229791691246,0.16038122176292258
13,0.6072040129693215,0.48880766040198265,0.6073713254745191,0.4900639329564522,0.6321133600372475,0.4580802455405946,0.6325541046903488,0.45987741094398915,0.5931790616388134,0.3836182513810389,0.5935139859905271,0.38563504409361854,0.43323305514897215,0.31738932688341615,0.43242102755341505,0.3192593700678003,-0.024909347067926024,0.030727414861388025,-0.025182779215829676,0.030186522012463024,0.014024951330508073,0.10518940902094376,0.013857339483992037,0.10442888886283364,0.17397095782034933,0.1714183335185665,0.17495029792110406,0.17080456288865187
14,0.6267199423116936,0.5139737291015447,0.626947416381347,0.5160436922533592,0.6506495791040892,0.47179253811043514,0.6508010616350801,0.47105777418518907,0.6056364933909109,0.39498482583580685,0.6063279019401828,0.3986727004001435,0.4300345069266218,0.31900450230543376,0.4304498264975569,0.3215987251426578,-0.02392963679239557,0.04218119099110956,-0.023853645253733124,0.04498591806817015,0.021083448920782732,0.11898890326573786,0.020619514441164166,0.1173709918532157,0.19668543538507177,0.19496922679611095,0.19649758988379007,0.19444496711070142
15,0.6136757770323036,0.49391951503045817,0.6143303904025891,0.4966281395139278,0.6424826963037913,0.4653337440784123,0.642083364049779,0.4645788992118833,0.6121867975811326,0.4133796957594802,0.6128062896034434,0.4170837661208684,0.45299204972191853,0.32915081818443603,0.45389405294038027,0.3331376237007688,-0.028806919271487708,0.02858577095204584,-0.02775297364718987,0.032049240302044535,0.0014889794511709908,0.08053981927097797,0.0015241007991456668,0.07954437339305942,0.16068372731038505,0.16476869684602213,0.1604363374622088,0.163490515813159
16,0.6197284398664682,0.5055548547593036,0.6209558358861281,0.508667059266937,0.6344105453045967,0.4701686564643799,0.6335681231627642,0.4678010253339167,0.5871460187127798,0.38157678999627537,0.5879968688173867,0.3845217762657988,0.42945520685602495,0.31754670815699204,0.43023210640482806,0.31989820442331296,-0.014682105438128534,0.03538619829492373,-0.012612287276636103,0.040866033933020296,0.03258242115368837,0.12397806476302825,0.03295896706874146,0.1241452830011382,0.19027323301044324,0.18800814660231158,0.19072372948130006,0.18876885484362405
17,0.6147156503722901,0.4953316919053402,0.6150062064362656,0.49739229014117486,0.6301962079658339,0.45714359265694454,0.6308923150056656,0.459107443190333,0.6065223030006597,0.4017491047040793,0.6070102490113767,0.4047538059252562,0.4576969781665306,0.34464876385607357,0.4571428600483444,0.346237093745912,-0.01548055759354372,0.03818809924839567,-0.01588610856939998,0.03828484695084189,0.008193347371630466,0.09358258720126089,0.0079959574248889,0.09263848421591864,0.15701867220575955,0.15068292804926664,0.15786334638792116,0.15115519639526287
18,0.6098495833903868,0.5098018186080197,0.6100974874605313,0.5124365814292546,0.640137765659325,0.47456346635258057,0.6404862576737076,0.47507544187922085,0.5892841348153302,0.39074049077662554,0.5894914787659835,0.39250546796271096,0.43360823812873095,0.325863392644731,0.4341065135070165,0.32885527455318947,-0.030288182268938257,0.03523835225543909,-0.03038877021317632,0.037361139550033784,0.0205654485750566,0.11906132783139411,0.02060600869454776,0.11993111346654367,0.1762413452616558,0.18393842596328863,0.17599097395351476,0.18358130687606516
19,0.635944671553593,0.5009403708387683,0.6357333275478351,0.5048962754902359,0.6348954799210829,0.44169562188013245,0.6351828830717068,0.441888047503062,0.6080716050306689,0.3862325520337632,0.6083764481803068,0.38933460984030654,0.4443973859002748,0.3184439466420873,0.444045585871439,0.320300436559055,0.0010491916325101602,0.05924474895863585,0.0005504444761282867,0.06300822798717387,0.027873066522924095,0.11470781880500508,0.027356879367528286,0.11556166564992931,0.19154728565331824,0.182496424196681,0.19168774167639607,0.18459583893118087
20,0.607889708346946,0.49616712713950767,0.607125930938183,0.4967709077201643,0.6369156184814163,0.4778266867090231,0.637739091502895,0.4781168885169082,0.5991198911635699,0.3969872177801803,0.5987449658731842,0.39999374525646214,0.44432595552538445,0.3360558598416208,0.44294132037345024,0.33844047652031595,-0.029025910134470312,0.01834044043048455,-0.030613160564711972,0.0186540192032561,0.008769817183376105,0.09917990935932736,0.008380965064998858,0.09677716246370216,0.16356375282156155,0.16011126729788688,0.16418461056473277,0.15833043119984835
21,0.5950429384439845,0.45116416171157425,0.5947189225235096,0.45458428926765865,0.6394402724803727,0.45878321098936375,0.6407264092486163,0.46053363679633974,0.5921731732719208,0.3793861949143749,0.5923206295884712,0.3821032087696108,0.4457123538927451,0.3205003296173605,0.4441934793694897,0.3229237580369237,-0.044397334036388236,-0.0076190492777895025,-0.046007486725106794,-0.005949347528681093,0.0028697651720637207,0.07177796679719933,0.0023982929350383486,0.07248108049804786,0.14933058455123938,0.13066383209421373,0.15052544315401983,0.13166053123073496
22,0.5955628250562586,0.4683915895039192,0.5956381124679139,0.4694926177975594,0.6241802836174318,0.4584736345780094,0.6240055231140297,0.45803226871041364,0.5993600701293008,0.3976540991064552,0.599595020081361,0.40098270319949597,0.4578908826563611,0.3309600130508731,0.45826129617430195,0.33395963327996747,-0.02861745856117326,0.0099179549259098,-0.02836741064611581,0.011460349087145771,-0.0037972450730422436,0.07073749039746396,-0.003956907613447136,0.06850991459806344,0.1376719423998975,0.1374315764530461,0.13737681629361193,0.13553298451759194
23,0.6063972563345709,0.45822352076274275,0.6065911935928567,0.46197312888662,0.6337647921667777,0.44607775426826574,0.6341738808740036,0.4473459805278163,0.5957576939730661,0.3764798975294985,0.5959790936361998,0.3788417478861117,0.45909438925731505,0.33158723353152847,0.45848651103714605,0.33292091309619937,-0.027367535832206857,0.012145766494477017,-0.027582687281146878,0.014627148358803688,0.010639562361504762,0.08174362323324424,0.010612099956656906,0.08313138100050832,0.14730286707725582,0.12663628723121428,0.1481046825557107,0.12905221579042064
24,0.6257503773498848,0.4929532464348101,0.625661710812021,0.4946617277757069,0.6324267389651014,0.4640048165192316,0.6323687651217155,0.4636029026216166,0.6151130882866142,0.4078310387820663,0.6154142683346011,0.4096312233629725,0.4502756271751317,0.34362515273577976,0.45005015824427286,0.34533347296229877,-0.006676361615216564,0.0289484299155785,-0.006707054309694427,0.031058825154090308,0.01063728906327066,0.08512220765274381,0.010247442477419932,0.08503050441273441,0.1754747501747531,0.14932809369903033,0.17561155256774819,0.1493282548134081
25,0.612261410087497,0.5047982485319724,0.6120686729149795,0.5071549133166697,0.6353554356271748,0.46762376729447075,0.6356649497757986,0.4672151780212863,0.592373146177494,0.3987549581823496,0.5923844747676259,0.4018696143324518,0.43858801222931665,0.34286827625053184,0.43912307070188633,0.34679152810784397,-0.023094025539677765,0.037174481237501666,-0.02359627686081911,0.039939735295383416,0.01988826391000298,0.10604329034962284,0.01968419814735356,0.10528529898421796,0.17367339785818037,0.16192997228144057,0.17294560221309313,0.16036338520882576
