rep,safe_prevented_harm_fraction,random_prevented_harm_fraction,delta_prevented_harm_fraction,safe_mean_slice_deployed_dice,random_mean_slice_deployed_dice,delta_mean_slice_deployed_dice,safe_mean_patient_3d_deployed_dice,random_mean_patient_3d_deployed_dice,delta_mean_patient_3d_deployed_dice
95,0.9018245004344049,0.8135534317984361,0.08827106863596879,0.6499603696593703,0.620169605198653,0.029790764460717267,0.7594078961857643,0.7566894827463192,0.002718413439445122
96,0.904833836858006,0.8534743202416919,0.051359516616314105,0.6560787766143972,0.6346653118552479,0.021413464759149292,0.7227306770679,0.7242001404312765,-0.0014694633633764997
97,0.9216914643696162,0.8415035238841033,0.08018794048551292,0.6559810329525887,0.6300502520914468,0.025930780861141867,0.756825088722144,0.7522694765524852,0.004555612169658829
98,0.8773513920240783,0.8291948833709556,0.04815650865312271,0.6387884040340762,0.6157079313995679,0.023080472634508298,0.7062004558923487,0.707383633827811,-0.0011831779354622984
99,0.9150280898876404,0.8402387640449438,0.0747893258426966,0.6410470186845614,0.6155914678699498,0.025455550814611594,0.7256490353534175,0.7256838452814938,-3.4809928076251495e-05
100,0.878716744913928,0.8151017214397495,0.06361502347417858,0.6634760474733173,0.6407722171885437,0.02270383028477363,0.7508952774719772,0.757704583987507,-0.0068093065155298005
101,0.9139442231075697,0.8477290836653386,0.06621513944223112,0.6492416746314137,0.6262556093596103,0.022986065271803358,0.7218125022439146,0.7210488850537469,0.0007636171901677091
102,0.9255455712451861,0.8713093709884469,0.05423620025673925,0.6650052898369514,0.6437270368267075,0.021278253010243886,0.7477349337904263,0.7474411584705674,0.00029377531985896876
103,0.9092936802973978,0.8298884758364313,0.07940520446096644,0.6800734981745007,0.6556246617741681,0.024448836400332574,0.7559864202904796,0.7570376007242299,-0.0010511804337502983
104,0.8803724928366762,0.8396131805157593,0.040759312320916896,0.6579539421766781,0.6360434599330653,0.021910482243612805,0.7547207748309351,0.7572256428784448,-0.002504868047509712
105,0.9086859688195991,0.8231625835189311,0.08552338530066794,0.6487503121604465,0.6227945317315075,0.02595578042893909,0.7375364092370954,0.734069467707446,0.0034669415296494366
106,0.8991379310344828,0.8216379310344829,0.0774999999999999,0.666468239011794,0.6435729956359855,0.022895243375808505,0.7612908184955821,0.7624379605002395,-0.0011471420046573755
107,0.8998435054773083,0.8428012519561815,0.057042253521126796,0.6723021362429499,0.648851276791898,0.023450859451051853,0.77236361804529,0.776220637088101,-0.003857019042810994
108,0.8650042992261393,0.7941530524505589,0.07085124677558041,0.6548152145571364,0.628862348283971,0.025952866273165398,0.760503550090118,0.7632589441662815,-0.002755394076163431
