rep,safe_prevented_harm_fraction,random_prevented_harm_fraction,delta_prevented_harm_fraction,safe_mean_slice_deployed_dice,random_mean_slice_deployed_dice,delta_mean_slice_deployed_dice,safe_mean_patient_3d_deployed_dice,random_mean_patient_3d_deployed_dice,delta_mean_patient_3d_deployed_dice
303,0.8904214559386974,0.8325670498084291,0.057854406130268266,0.6534408588295322,0.6301990808975517,0.023241777931980456,0.7479717191100779,0.7512009848318264,-0.003229265721748531
304,0.8919831223628693,0.8229535864978903,0.06902953586497895,0.6610889040539681,0.6382256129550871,0.022863291098881078,0.7488167877380587,0.7501402220907398,-0.0013234343526811188
305,0.9196165191740413,0.8607669616519175,0.05884955752212384,0.6759196965856566,0.6553140445737857,0.020605652011870923,0.774081361350076,0.7732527659413676,0.000828595408708388
306,0.9101123595505618,0.8359550561797754,0.07415730337078641,0.6407662656220533,0.6147593111335664,0.02600695448848689,0.7352832733855049,0.7352430330635683,4.02403219366132e-05
307,0.907703488372093,0.8490552325581394,0.05864825581395361,0.6463481898122122,0.6237592715477531,0.02258891826445908,0.7202674845607769,0.7209883889425722,-0.0007209043817952843
308,0.8984496124031007,0.8317829457364342,0.06666666666666654,0.6646780712450104,0.6412759822965738,0.02340208894843665,0.7418804095873694,0.7417469028688094,0.00013350671856005025
309,0.8767660910518054,0.8112244897959183,0.06554160125588704,0.6488439992116105,0.6245212926017456,0.024322706609864908,0.7360513686282589,0.7411009266262972,-0.005049557998038301
310,0.9153225806451613,0.8491935483870968,0.06612903225806444,0.6328072755906092,0.6089319639064525,0.023875311684156686,0.720015278069698,0.720160437519002,-0.00014515944930404423
311,0.9058728881737731,0.8259855189058729,0.07988736926790019,0.6539460513067745,0.6302760774547904,0.023669973851984105,0.7592020408892302,0.7589787144662832,0.0002233264229469789
312,0.905813097866078,0.8391464311994113,0.06666666666666665,0.6525534523053587,0.6294834508416728,0.023070001463685874,0.7432871776068625,0.7456390767295258,-0.0023518991226633146
313,0.8784773060029283,0.8134699853587115,0.06500732064421677,0.6600761552472099,0.6343774454395861,0.025698709807623787,0.7456780770183786,0.7490694229507697,-0.003391345932391099
314,0.9434850863422292,0.8667974882260598,0.07668759811616932,0.6579078582627692,0.6344927604719922,0.023415097790776995,0.7393041000873151,0.7389006950566516,0.0004034050306634951
315,0.9211977935382191,0.832781717888101,0.08841607565011811,0.6518481472163489,0.6275860056019583,0.024262141614390553,0.7528495344534689,0.7512787499241608,0.0015707845293081446
316,0.8840700583819849,0.8211843202668891,0.06288573811509579,0.6511872509065431,0.6296114849162773,0.021575765990265783,0.7448134176238221,0.7466931829552987,-0.0018797653314766016
317,0.9039943938332166,0.8580939032936229,0.045900490539593664,0.6585003307218614,0.6391519855231798,0.01934834519868167,0.7418647869205731,0.7467072056472668,-0.004842418726693665
318,0.894576012223071,0.838655462184874,0.05592055003819707,0.6647202747060489,0.6440101170878852,0.020710157618163638,0.7387736232781736,0.7434740637635946,-0.004700440485420954
319,0.9081920903954802,0.8490819209039548,0.059110169491525366,0.6512454557825028,0.6288714134737576,0.02237404230874518,0.7506236981224071,0.750480500314453,0.00014319780795413184
320,0.9194683346364347,0.8348709929632525,0.08459734167318222,0.6618920953982943,0.6360884815541433,0.025803613844150974,0.7682164246652363,0.7658764152659203,0.002340009399316001
321,0.8921568627450981,0.820016339869281,0.07214052287581707,0.6624408384534187,0.6378957052807259,0.0245451331726928,0.7448500679549948,0.7461093290525964,-0.0012592610976016605
322,0.9002433090024331,0.8141930251419304,0.08605028386050273,0.6503152420450202,0.6237221782093002,0.02659306383572002,0.7491775463254124,0.7505883438841016,-0.0014107975586891142
323,0.9111111111111111,0.8261333333333333,0.08497777777777782,0.6505334808889689,0.6243420279811329,0.026191452907835977,0.7328433299678245,0.7322658876738968,0.0005774422939277546
324,0.890742285237698,0.8229357798165138,0.06780650542118427,0.6703507970477381,0.6472824489177237,0.02306834813001446,0.7501829827539748,0.7512561599254395,-0.001073177171464712
325,0.9176182707993474,0.848205546492659,0.06941272430668843,0.6659419177507183,0.6442584032080716,0.02168351454264672,0.7676332478314128,0.7676445401792706,-1.1292347857794205e-05
326,0.8946553059643687,0.8241673121611154,0.07048799380325332,0.6524074682780231,0.6278334018294396,0.02457406644858351,0.7312798256661238,0.7320323480591144,-0.0007525223929906177
327,0.9207365892714171,0.8299439551641312,0.09079263410728589,0.6601918228642213,0.6336369886480129,0.02655483421620841,0.7674409035056142,0.7664029271986241,0.001037976306990096
328,0.8979734451432565,0.8383647798742138,0.05960866526904274,0.6413225660846714,0.617982588287997,0.023339977796674405,0.7365555302709087,0.7432787258487854,-0.006723195577876706
329,0.9223512336719883,0.8685776487663281,0.0537735849056602,0.6285308326428913,0.6053876485973975,0.02314318404549387,0.7008956786663507,0.7016052069028546,-0.0007095282365038313
330,0.9093023255813953,0.8369767441860466,0.07232558139534873,0.6549666910037432,0.6323973722439133,0.022569318759829815,0.7576835060094305,0.7564100055955125,0.0012735004139179384
331,0.9032688458972649,0.8432955303535691,0.05997331554369578,0.649102237171168,0.6253719139729628,0.023730323198205228,0.7300415078063659,0.7307483814231386,-0.0007068736167726852
332,0.9031781226903178,0.8520325203252032,0.05114560236511467,0.6296371401918622,0.6053950855987513,0.024242054593110907,0.7137082678555743,0.7134020046044771,0.0003062632510971719
333,0.9088997897687456,0.847302032235459,0.06159775753328667,0.6503557307899847,0.626137752038684,0.024217978751300606,0.737537433753231,0.7362425849493904,0.0012948488038405648
334,0.9106529209621993,0.8246563573883161,0.08599656357388319,0.6378462987047896,0.6141966435878519,0.02364965511693773,0.7538669646046507,0.7543323255115364,-0.0004653609068856479
335,0.8920863309352518,0.8290647482014389,0.06302158273381286,0.661586033572785,0.6384351746615172,0.02315085891126778,0.7501578730400351,0.7508557283384347,-0.0006978552983996078
336,0.9126547455295736,0.8454607977991746,0.067193947730399,0.6413058561187722,0.6166950264315185,0.0246108296872537,0.7287830653040517,0.7289633639798658,-0.00018029867581415004
337,0.9150501672240803,0.8587290969899666,0.0563210702341137,0.66132803788273,0.6417819674380703,0.019546070444659724,0.7487227568596186,0.7477057076426207,0.0010170492169979672
338,0.9044493070751276,0.8475565280816921,0.05689277899343548,0.6702553639047355,0.6478282789013602,0.022427085003375313,0.7682852373408203,0.7708906633393356,-0.0026054259985153205
339,0.9056451612903226,0.8339516129032258,0.07169354838709674,0.6583204808990833,0.6374312245325819,0.020889256366501407,0.7505812419924156,0.7523812761158669,-0.0018000341234513106
340,0.9224011713030746,0.8540263543191802,0.06837481698389447,0.6685124965300615,0.6462013469681105,0.022311149561951016,0.7541424095249346,0.7543949337336352,-0.00025252420870058856
341,0.901541095890411,0.8509417808219176,0.050599315068493356,0.682288638339141,0.6618193772507416,0.020469261088399415,0.7812357311647523,0.7852015534307469,-0.003965822265994623
342,0.919911829537105,0.8324761204996326,0.08743570903747244,0.6361925432045697,0.6081082471759275,0.028084296028642264,0.7185953413365936,0.713134997529442,0.0054603438071516575
343,0.8941548183254344,0.817298578199052,0.07685624012638237,0.6573034810207865,0.6334267975441574,0.02387668347662908,0.7490361878496407,0.7491488235489029,-0.00011263569926223127
344,0.9203821656050956,0.8444267515923567,0.07595541401273886,0.6670636957274563,0.6448647789206735,0.022198916806782765,0.7577590250866991,0.7585896404529806,-0.0008306153662814841
345,0.9139206455951581,0.8572293207800941,0.056691324815064004,0.6459381293222285,0.6233455636165273,0.02259256570570123,0.7058396480066425,0.705584382813589,0.0002552651930534111
346,0.8936484490398818,0.8391432791728212,0.054505169867060665,0.6497477339204759,0.6281783188281537,0.02156941509232224,0.7224622329801249,0.7260449208945987,-0.0035826879144738033
347,0.8837606837606837,0.8217094017094017,0.062051282051282075,0.6715528282391958,0.6461958510192957,0.025356977219900156,0.7506072807354152,0.7494730026724253,0.0011342780629898241
348,0.9529953917050691,0.8684792626728111,0.08451612903225802,0.666878854949276,0.6453139724496046,0.021564882499671367,0.7474026632973724,0.7472656725120652,0.00013699078530715614
349,0.8841961852861036,0.8243188010899182,0.05987738419618538,0.6513677902636448,0.6273125414751389,0.024055248788505845,0.7295046932345592,0.7346813098994149,-0.005176616664855693
350,0.8912337662337663,0.8427759740259739,0.04845779220779234,0.6463638218298712,0.6242046176766239,0.022159204153247236,0.7405835395487198,0.7409400764543175,-0.0003565369055976708
351,0.8887293610911702,0.8394831299353912,0.049246231155778974,0.6538451494420741,0.6325692680059147,0.021275881436159327,0.7273686854240025,0.7276291325090625,-0.0002604470850600116
352,0.8785425101214575,0.8051012145748988,0.07344129554655865,0.6572750010898746,0.6298349512360796,0.027440049853795,0.7410578116647338,0.7398851023400155,0.0011727093247183573
353,0.8987654320987655,0.8153909465020576,0.0833744855967079,0.6764832427448959,0.650033068351407,0.026450174393488957,0.756806053538034,0.756011703703136,0.0007943498348980116
354,0.9315751960085531,0.8633642195295794,0.06821097647897367,0.6341336976681039,0.6122211134822553,0.021912584185848627,0.7155641862025827,0.7150894854125396,0.0004747007900430811
355,0.9090909090909091,0.8324437030859049,0.07664720600500419,0.6499300636065638,0.6231022329568797,0.02682783064968408,0.7381703194567982,0.7394065461891893,-0.0012362267323910991
356,0.9194785276073619,0.843941717791411,0.0755368098159509,0.6506664372403269,0.6240573312787551,0.026609105961571844,0.7431491986277543,0.7442945468538171,-0.0011453482260628256
357,0.9131455399061033,0.8577464788732394,0.05539906103286385,0.6545142598378003,0.6356644941099283,0.018849765727872003,0.7375632567695629,0.7394971881556234,-0.0019339313860604612
358,0.8532110091743119,0.8007506255212677,0.052460383653044174,0.6821187635045548,0.6584648409862008,0.023653922518353965,0.7617364887566695,0.7675958833099371,-0.005859394553267561
359,0.9046546546546547,0.8478978978978979,0.05675675675675673,0.6623260467329971,0.6423682853262815,0.01995776140671557,0.7545354064730352,0.7608161364237309,-0.006280729950695729
360,0.9032023289665211,0.8384279475982532,0.06477438136826785,0.6737416252739958,0.6514669714345381,0.022274653839457703,0.7664270191413255,0.7698532809733392,-0.003426261832013666
361,0.888728323699422,0.8374277456647399,0.05130057803468213,0.6744415650233309,0.6545461065543118,0.01989545846901908,0.7625877511860767,0.7664932283750603,-0.003905477188983597
362,0.8384560400285919,0.8132237312365976,0.02523230879199423,0.6704776197321611,0.6511270827262641,0.01935053700589706,0.7354129021625492,0.7462388442099512,-0.01082594204740206
363,0.8851239669421488,0.7932231404958678,0.09190082644628095,0.6500606318812198,0.6206180782022329,0.02944255367898685,0.7296949525133779,0.7295696265164915,0.0001253259968864162
364,0.9154624277456648,0.8502167630057803,0.06524566473988447,0.6547330840801041,0.6326957604035764,0.022037323676527665,0.72922901098771,0.7301109740299975,-0.0008819630422874924
365,0.9027205276174773,0.8352019785655399,0.06751854905193744,0.6662178585695739,0.6456344803411078,0.02058337822846612,0.7547591932777458,0.7537595138477418,0.000999679430004008
366,0.9023494860499266,0.8533039647577093,0.04904552129221729,0.6602894739508248,0.6389360868308105,0.021353387120014333,0.7301743215825908,0.7324070208382876,-0.0022326992556968017
367,0.9010292953285828,0.8305621536025336,0.07046714172604918,0.6403563397964096,0.6159197487211981,0.024436591075211456,0.71146433767384,0.71267360832185,-0.001209270648010019
368,0.9306930693069307,0.8532368621477531,0.07745620715917767,0.6466934800641011,0.6229340190718469,0.023759460992254233,0.739875280692885,0.7386873984928414,0.0011878822000436218
369,0.9043062200956937,0.8232854864433813,0.08102073365231244,0.6398653551046247,0.6116694319784777,0.02819592312614705,0.7339719838703993,0.7356250239876574,-0.0016530401172580866
370,0.9037995149555376,0.8244947453516571,0.07930476960388044,0.6828152653743077,0.6558125249012249,0.02700274047308282,0.7675140093307428,0.768181278042886,-0.0006672687121432874
371,0.8972033257747544,0.8331065759637187,0.06409674981103564,0.6575962664388284,0.6327194430448644,0.02487682339396402,0.7457728517689329,0.7438788551451878,0.00189399662374512
372,0.9010819165378671,0.8440494590417311,0.057032457496135947,0.6491345351809504,0.626617626031319,0.022516909149631448,0.7377076366622519,0.7373868686086756,0.00032076805357628135
373,0.9092331768388107,0.8407668231611893,0.06846635367762133,0.6530842370564671,0.6313419184222946,0.02174231863417253,0.7677242242513134,0.7717990987442811,-0.004074874492967728
374,0.9018691588785047,0.8381619937694703,0.0637071651090344,0.6791618088238646,0.6585992359763904,0.020562572847474203,0.7709839077860865,0.7717035525624437,-0.00071964477635722
375,0.9338129496402877,0.8500719424460431,0.0837410071942446,0.6731623005624967,0.6504170382027702,0.022745262359726515,0.7784030111031296,0.7761057785877573,0.002297232515372283
376,0.9406099518459069,0.8609149277688604,0.07969502407704654,0.6562531624429236,0.6313128178526901,0.024940344590233532,0.7510191643923847,0.7504319710079483,0.0005871933844363575
377,0.9045984900480439,0.8388469457789979,0.06575154426904606,0.661026839825221,0.6367834860447844,0.024243353780436627,0.757896544940316,0.7581079793109012,-0.0002114343705852395
378,0.9070796460176991,0.8508849557522125,0.056194690265486624,0.6617685447575046,0.6421504257014234,0.01961811905608113,0.756637626676577,0.759140530981691,-0.0025029043051140176
379,0.9203747072599532,0.8521467603434816,0.0682279469164716,0.6733191022679273,0.6504849604449706,0.022834141822956733,0.7749339894071575,0.7741458172478,0.0007881721593575586
380,0.9010375099760575,0.8338387869114128,0.0671987230646447,0.6428879213909706,0.6187078013741937,0.02418012001677694,0.719087853776945,0.7192388545055951,-0.00015100072865015246
381,0.9066780821917808,0.8048801369863015,0.10179794520547936,0.6594664960056735,0.6331192355345413,0.026347260471132228,0.7511389734847813,0.7492641184932103,0.0018748549915710289
382,0.9208955223880597,0.8390298507462687,0.08186567164179104,0.65815792125276,0.6326222578436247,0.025535663409135267,0.7471764451167767,0.7453921839786051,0.00178426113817165
383,0.9082161361954109,0.8512953367875647,0.05692079940784611,0.6493623086270146,0.6228156844336138,0.026546624193400814,0.7266552311913318,0.7248894177372,0.0017658134541318482
384,0.8984496124031007,0.8255038759689922,0.07294573643410851,0.6575970223324631,0.6343314786768577,0.023265543655605403,0.7505816426959856,0.753457757407457,-0.0028761147114714225
385,0.8805340829234013,0.8541813070976809,0.026352775825720376,0.6427404713059484,0.6235188162528885,0.01922165505305984,0.6984791803477449,0.7051510337257189,-0.006671853377973935
386,0.9033923303834809,0.8477876106194691,0.05560471976401182,0.6634808304512808,0.6412625629431095,0.022218267508171352,0.7540503412512544,0.7563967345902786,-0.0023463933390241998
387,0.9037520391517129,0.8106035889070148,0.09314845024469809,0.6773923566333414,0.648489061223619,0.028903295409722363,0.7757315569734239,0.7737935481321428,0.001938008841281036
388,0.9092356687898089,0.8289808917197453,0.08025477707006357,0.6587211698942167,0.6319345778154147,0.026786592078801963,0.7294677695620244,0.7260849015911733,0.003382867970851078
389,0.8854559155990958,0.8305953278070837,0.05486058779201208,0.6708497993785867,0.6465428492259229,0.02430695015266382,0.777153348308865,0.7813553675840519,-0.00420201927518693
390,0.9057798891528107,0.8429136975455265,0.06286619160728424,0.6500826407246244,0.6264269082647154,0.02365573245990904,0.7090520264649925,0.7083915867856284,0.0006604396793641332
391,0.8745158791634392,0.8287374128582494,0.04577846630518978,0.647678714905203,0.6253066014841208,0.02237211342108225,0.7192108928224027,0.7264357133378321,-0.0072248205154293865
392,0.8828238719068413,0.8431586608442505,0.0396652110625908,0.6640399481483493,0.6441165164314163,0.019923431716933004,0.7381888822767534,0.741641935112377,-0.0034530528356235823
393,0.9194539249146758,0.8544027303754266,0.06505119453924924,0.636284844693393,0.6103176750116234,0.025967169681769597,0.7173549260295632,0.7140562235535092,0.0032987024760540162
394,0.8883994126284875,0.8189427312775331,0.0694566813509544,0.6737934573106867,0.6480690613608998,0.025724395949786927,0.7656940753171584,0.7646425175524263,0.0010515577647320917
395,0.9376876876876877,0.8692942942942944,0.06839339339339334,0.6527665081554125,0.6312770090801998,0.021489499075212692,0.7381926031645624,0.7368221748553563,0.0013704283092060843
396,0.9222886421861657,0.8255337318531171,0.09675491033304862,0.6453432906672563,0.6187995078091267,0.026543782858129528,0.7267562658037287,0.7241936122135,0.0025626535902286696
397,0.9105058365758755,0.8348638132295718,0.07564202334630366,0.6467947163185986,0.6216872123884208,0.0251075039301778,0.7410519805462499,0.7390172782058315,0.0020347023404183595
398,0.9016697588126159,0.8192022263450834,0.08246753246753247,0.6839311968105272,0.6611981611021479,0.022733035708379257,0.7900774356376344,0.7902690845203427,-0.00019164888270828406
399,0.8907823392718822,0.8293570875290474,0.06142525174283486,0.6703638951960338,0.6475505242578365,0.02281337093819724,0.755882783511557,0.7573274052387149,-0.0014446217271578687
400,0.8970487302676733,0.834248455730954,0.06280027453671932,0.649279993118247,0.6259330747276071,0.02334691839063996,0.725926176902318,0.7284970637884408,-0.0025708868861228362
401,0.9165991902834008,0.8446153846153847,0.0719838056680161,0.6523141988189455,0.6303435685159068,0.021970630303038696,0.7425595738998652,0.7422838376687408,0.0002757362311243128
402,0.904874213836478,0.8078616352201259,0.09701257861635215,0.6570959120331706,0.6278282375892593,0.029267674443911318,0.7387698344044412,0.7369095154621804,0.0018603189422607969
403,0.89,0.8080833333333335,0.08191666666666653,0.6692388057108267,0.6439281827592543,0.02531062295157238,0.7557405677468501,0.7583557713611457,-0.0026152036142956803
404,0.8775510204081632,0.8150204081632653,0.06253061224489798,0.6562616161312982,0.6360424033786257,0.020219212752672466,0.7572296834503223,0.7593816233323667,-0.002151939882044429
405,0.8980891719745223,0.8466383581033263,0.05145081387119599,0.6387690152824888,0.6137008720041355,0.025068143278353272,0.7107532705135565,0.713645233609719,-0.0028919630961624643
406,0.8468401486988848,0.8065427509293679,0.04029739776951691,0.6500624802707214,0.6270338425193438,0.023028637751377645,0.7272606119540567,0.7337909818949172,-0.0065303699408605365
407,0.8836206896551724,0.8164655172413793,0.0671551724137931,0.6550792557851569,0.6314349078201615,0.02364434796499537,0.74623100196293,0.7517877454186983,-0.005556743455768287
408,0.9051851851851852,0.8428148148148148,0.06237037037037041,0.6798823073453792,0.6580036404640148,0.021878666881364417,0.783843312904814,0.784429194509209,-0.0005858816043949888
409,0.8814935064935064,0.8126623376623376,0.0688311688311688,0.654042627914838,0.6281688149549461,0.025873812959891884,0.7375571745596441,0.7409770552694106,-0.0034198807097665096
410,0.8841591067690161,0.845847871598046,0.038311235170970126,0.6565920741504799,0.6373847863517239,0.019207287798756023,0.7388246817681392,0.7448174896460856,-0.005992807877946427
411,0.8978790259230165,0.8290652003142185,0.06881382560879801,0.6797852649356412,0.6581989492049544,0.02158631573068681,0.7841170373926862,0.7853425037583426,-0.001225466365656347
412,0.9040322580645161,0.8296774193548387,0.0743548387096774,0.6311596677033833,0.6049971088112543,0.02616255889212893,0.7240085513565914,0.7256737962200649,-0.001665244863473525
413,0.9263959390862944,0.8538071065989848,0.07258883248730952,0.6791184372643586,0.6559840234382587,0.02313441382609993,0.7693822438354527,0.7652985058721296,0.004083737963323175
414,0.9018653690186537,0.8399837793998378,0.061881589618815847,0.6673883042965489,0.644977410230658,0.02241089406589092,0.744585882923959,0.7430367032867337,0.0015491796372253397
415,0.9046898638426626,0.8358547655068079,0.06883509833585466,0.6618885570339286,0.6358743086316904,0.026014248402238205,0.7509931656642721,0.7532132973172844,-0.0022201316530122694
416,0.9111111111111111,0.8496527777777777,0.06145833333333339,0.6697532345135057,0.6465826476026006,0.02317058691090501,0.7501892129435501,0.749585746594935,0.0006034663486150782
417,0.9170337738619677,0.8301027900146842,0.08693098384728348,0.6716657890512122,0.6457514072974725,0.025914381753739724,0.7670688429898568,0.765190734022747,0.0018781089671098261
418,0.9246830723340791,0.8620432513049963,0.06263982102908283,0.6587632417581369,0.6357733860785861,0.022989855679550808,0.7637486698683146,0.7643228439450344,-0.00057417407671978
419,0.908851884312007,0.8263803680981596,0.0824715162138474,0.6779880179719427,0.6558849537132849,0.022103064258657823,0.7908773994492083,0.7923939408691469,-0.0015165414199386218
420,0.8978978978978979,0.8445195195195195,0.05337837837837833,0.6589672489765472,0.6379301752204247,0.021037073756122515,0.7360565868837975,0.7386979092784346,-0.0026413223946371023
421,0.9040767386091128,0.8282174260591528,0.07585931254995992,0.6353499011501802,0.6077528152264959,0.02759708592368426,0.7254199217150402,0.7254515394572582,-3.161774221793756e-05
422,0.9090909090909091,0.8336589030803907,0.07543200601051836,0.6707695797401126,0.6458327964104049,0.024936783329707723,0.762447093399933,0.763798369157163,-0.0013512757572300416
423,0.904,0.8302400000000001,0.07375999999999994,0.6650366397701698,0.6396849242110473,0.025351715559122523,0.7319678326508529,0.7311627232397734,0.0008051094110794743
424,0.9059633027522935,0.841360856269113,0.06460244648318048,0.6818586830596832,0.6590581023887047,0.022800580670978565,0.7643581075423954,0.7637601910817244,0.0005979164606709775
425,0.9057437407952872,0.8524300441826215,0.05331369661266572,0.6853683323499113,0.6643301069184842,0.021038225431427193,0.789415257710696,0.7926233039806151,-0.003208046269919107
426,0.9151467089611419,0.8418715305313242,0.07327517842981768,0.6601917090295404,0.6348846831053788,0.025307025924161564,0.7399664916648758,0.7374825226416812,0.0024839690231945877
427,0.9176470588235294,0.8292549019607842,0.08839215686274515,0.6694093961242643,0.6401318982968419,0.029277497827422394,0.749216593809652,0.7449668657722471,0.004249728037404865
428,0.9168646080760094,0.843784639746635,0.07307996832937447,0.6534489551529948,0.6271630581963678,0.026285896956627086,0.7416055204772513,0.7411804293825606,0.0004250910946906883
429,0.9241134751773049,0.8541843971631206,0.06992907801418435,0.6378401462146495,0.6136452525357647,0.02419489367888472,0.7289843301251392,0.7276669355717018,0.0013173945534373788
430,0.8949880668257757,0.8086714399363564,0.08631662688941932,0.6677401199451615,0.643224404825437,0.0245157151197245,0.7687260826189959,0.7672855298032963,0.0014405528156995473
431,0.9317817014446228,0.8505617977528089,0.08121990369181387,0.6578323627884952,0.6328649160370713,0.024967446751423927,0.741556446644211,0.739585348236899,0.001971098407312022
432,0.8844731977818854,0.8039741219963032,0.08049907578558213,0.6900960505855687,0.6666774599163098,0.023418590669258887,0.7952392913539577,0.7970046228108655,-0.001765331456907826
433,0.8635658914728682,0.7941860465116279,0.06937984496124028,0.6922096262581818,0.6636690984881467,0.02854052777003513,0.7626609369242308,0.7605219394500298,0.0021389974742009876
434,0.8810606060606061,0.8212121212121213,0.05984848484848482,0.6657127955103089,0.6416003423465353,0.02411245316377364,0.7408919926903225,0.7428211666359494,-0.0019291739456269719
435,0.9351921627731725,0.8473247927656369,0.08786737000753564,0.6456241565696665,0.617773827716601,0.027850328853065487,0.7328247132617889,0.7303043254936334,0.002520387768155441
436,0.9025641025641026,0.8274725274725274,0.07509157509157516,0.6461749447789001,0.6220437382814179,0.024131206497482238,0.7294366513355258,0.7339868716111714,-0.004550220275645556
437,0.9024577572964669,0.8297235023041475,0.07273425499231945,0.6777062042388285,0.6569207023988313,0.020785501839997278,0.7822577404855703,0.7834507131894057,-0.0011929727038354487
438,0.9091639871382636,0.8255627009646302,0.08360128617363338,0.6543765042393983,0.6310346666428812,0.02334183759651709,0.7587150526053932,0.7597212205790344,-0.00100616797364117
439,0.9082638362395754,0.8201667930250188,0.08809704321455658,0.6623275965146816,0.6326579579807745,0.02966963853390714,0.7554275327916932,0.7508672744695518,0.004560258322141353
440,0.8868613138686131,0.8302919708029197,0.05656934306569339,0.6780335160837716,0.654800696153346,0.023232819930425586,0.7611516805374425,0.7653818598505326,-0.00423017931309011
441,0.8745332337565347,0.8218073188946976,0.05272591486183709,0.6588411080223084,0.6375281119755353,0.02131299604677317,0.7384079725171896,0.7427247068564696,-0.004316734339280037
442,0.9049694856146469,0.8386224934612031,0.06634699215344375,0.6595578455216135,0.6389064924197354,0.020651353101878045,0.7603551992347786,0.76195843085286,-0.0016032316180814021
443,0.9134615384615384,0.8442994505494503,0.06916208791208811,0.6621307148066775,0.6388552399158252,0.023275474890852355,0.758937837287003,0.7598120170232583,-0.0008741797362552539
444,0.8810679611650486,0.8126213592233011,0.06844660194174745,0.6570305964078056,0.6343930424132088,0.02263755399459677,0.7571811075318909,0.7599746850871087,-0.0027935775552178077
445,0.9260089686098655,0.8358744394618833,0.09013452914798215,0.6369793180999229,0.609908684661527,0.027070633438395886,0.7381473784917768,0.7358297787381388,0.002317599753637989
446,0.8841512469831054,0.8081255028157683,0.0760257441673371,0.6526180017294515,0.6252619073752335,0.02735609435421804,0.7397177708574276,0.7395715419928983,0.0001462288645293075
447,0.8915401301518439,0.8174981923355025,0.07404193781634139,0.6646001238726283,0.6389582644824898,0.02564185939013852,0.7449418575409429,0.7471952573047609,-0.002253399763817998
448,0.8921348314606742,0.8276404494382023,0.06449438202247193,0.6430951485966077,0.6180574937812469,0.0250376548153608,0.731562941889984,0.7323034574038711,-0.0007405155138870967
449,0.9121190644932672,0.8388377037562014,0.07328136073706581,0.6614964168201761,0.6355930633952787,0.02590335342489747,0.7532693530853283,0.7537202760612303,-0.0004509229759019906
450,0.9246401354784082,0.8343776460626587,0.09026248941574944,0.657988185073007,0.6356048948809938,0.02238329019201324,0.7504178163139898,0.7509617792761006,-0.0005439629621107889
451,0.8875338753387534,0.8260840108401084,0.06144986449864498,0.6368462916976562,0.6099921914272383,0.026854100270417902,0.6947983426757688,0.6928625380323185,0.001935804643450334
452,0.8752093802345059,0.795142378559464,0.08006700167504188,0.6688558565048255,0.6412179973144259,0.027637859190399627,0.747611229783534,0.7466609219009577,0.0009503078825763289
453,0.8943722943722944,0.8247619047619048,0.06961038961038957,0.6558277828206961,0.6329492644535655,0.022878518367130618,0.754863847918135,0.7568138033842355,-0.0019499554661005503
454,0.9354330708661417,0.8429133858267717,0.09251968503937003,0.6593823814279545,0.6314765585911235,0.027905822836830962,0.7530765776971978,0.749504562007126,0.003572015690071817
455,0.8977879481311976,0.8287566742944318,0.06903127383676577,0.6360408221489997,0.6101666675553792,0.025874154593620524,0.6979785460242368,0.7005476069255842,-0.002569060901347342
456,0.9347319347319347,0.8498057498057499,0.08492618492618487,0.6563284195151274,0.6310778221117653,0.025250597403362107,0.7532720236562517,0.7530735227011419,0.0001985009551097594
457,0.9038461538461539,0.8315217391304348,0.07232441471571904,0.6678871105553459,0.64543939124155,0.022447719313795855,0.7545121617641333,0.7549259665547342,-0.00041380479060093567
458,0.9014567266495287,0.8215938303341904,0.07986289631533827,0.683298614639768,0.6578655675510194,0.025433047088748606,0.7714052245337426,0.7699157918618553,0.0014894326718872808
459,0.9169329073482428,0.8398562300319489,0.07707667731629397,0.644732334284439,0.6197195942979857,0.02501273998645326,0.7466450704032506,0.7488416212969456,-0.0021965508936950817
460,0.8968668407310705,0.826958224543081,0.06990861618798949,0.6702152411974976,0.6428568264380894,0.027358414759408256,0.7603717074884971,0.7592503673609934,0.001121340127503756
461,0.9014514896867838,0.8469824293353705,0.0544690603514133,0.6708954736494264,0.6476111886935212,0.023284284955905177,0.7512064045534381,0.7535531233492798,-0.0023467187958416957
462,0.8905829596412556,0.8182062780269058,0.07237668161434974,0.6418230592748774,0.6181651697219219,0.023657889552955447,0.7362055054923154,0.7379686787088069,-0.0017631732164914427
463,0.9284603421461898,0.8401244167962677,0.08833592534992207,0.649395185667103,0.6237429088241881,0.025652276842914823,0.7370897324401341,0.7349949656550147,0.0020947667851194396
464,0.9021820917983446,0.8390519187358917,0.06313017306245294,0.6538615378935615,0.6303868873343497,0.02347465055921183,0.7455428751657458,0.7469008723639237,-0.0013579971981778627
465,0.8805732484076433,0.8437101910828027,0.03686305732484063,0.6614176747428404,0.6427276620657772,0.01869001267706316,0.7325344497719822,0.7366279975624704,-0.004093547790488206
466,0.918717375093214,0.8498881431767338,0.06882923191648027,0.6469234770033655,0.6214361557816639,0.02548732122170161,0.7279974359462136,0.7248359297810608,0.003161506165152761
467,0.8976135488837568,0.8333333333333333,0.06428021555042351,0.6527410863538027,0.6284378765643742,0.02430320978942846,0.7304256948076253,0.7304555278552419,-2.9833047616611985e-05
