replicate,scope,score,auroc,auprc,valid_strata
52,OVERALL,CHANGE_MAGNITUDE_IOU_ONLY,0.4744990892531876,0.3714640668011636,
53,OVERALL,SOURCE_STATE,0.47832275767449833,0.3133067753397324,
53,OVERALL,SOURCE_PLUS_SIMPLE_MASK_CHANGE,0.42339221402846855,0.29448131018488666,
53,OVERALL,FROZEN_FULL_TRANSITION_SAFETTA,0.6014177099411193,0.41943238571144686,
53,OVERALL,CHANGE_MAGNITUDE_ONLY,0.474852798262162,0.35695073876969363,
53,OVERALL,CHANGE_MAGNITUDE_IOU_ONLY,0.474852798262162,0.35695073876969363,
54,OVERALL,SOURCE_STATE,0.5256539235412474,0.34645221613233423,
54,OVERALL,SOURCE_PLUS_SIMPLE_MASK_CHANGE,0.4685765193571065,0.31367446075737637,
54,OVERALL,FROZEN_FULL_TRANSITION_SAFETTA,0.6392451092094737,0.4294725540075588,
54,OVERALL,CHANGE_MAGNITUDE_ONLY,0.4597858233739789,0.3213515653838345,
54,OVERALL,CHANGE_MAGNITUDE_IOU_ONLY,0.4597858233739789,0.3213515653838345,
55,OVERALL,SOURCE_STATE,0.52020015963652,0.3847413506815883,
55,OVERALL,SOURCE_PLUS_SIMPLE_MASK_CHANGE,0.4493031251918708,0.343903749800585,
55,OVERALL,FROZEN_FULL_TRANSITION_SAFETTA,0.6483023270092712,0.5045051156867237,
55,OVERALL,CHANGE_MAGNITUDE_ONLY,0.5160281205869712,0.41433247453278943,
55,OVERALL,CHANGE_MAGNITUDE_IOU_ONLY,0.5160281205869712,0.41433247453278943,
56,OVERALL,SOURCE_STATE,0.5474827453750171,0.3705937857317374,
56,OVERALL,SOURCE_PLUS_SIMPLE_MASK_CHANGE,0.5108732017397123,0.3654099779283987,
56,OVERALL,FROZEN_FULL_TRANSITION_SAFETTA,0.6568776873226523,0.4788632859176234,
56,OVERALL,CHANGE_MAGNITUDE_ONLY,0.4633408919123205,0.33130594921827056,
56,OVERALL,CHANGE_MAGNITUDE_IOU_ONLY,0.4633408919123205,0.33130594921827056,
57,OVERALL,SOURCE_STATE,0.5498525184586771,0.39366694114699263,
57,OVERALL,SOURCE_PLUS_SIMPLE_MASK_CHANGE,0.5145195733994652,0.3853914975283562,
57,OVERALL,FROZEN_FULL_TRANSITION_SAFETTA,0.6438211183547197,0.4890868190404296,
