path,relpath,size_bytes,sha256,suffix,category,syntax_ok,route_tokens
F:\MEDSEG_SAFETTA\outputs\Q1_R08A0_mnms_kaggle_mirror_archive_identity_audit_v1_fix3\manifest_comparison.csv,outputs\Q1_R08A0_mnms_kaggle_mirror_archive_identity_audit_v1_fix3\manifest_comparison.csv,45123,cf01324902647b86a288a6bec2cba315a4f78048abbe9141cb0bf538c9202c15,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A0_mnms_kaggle_mirror_archive_identity_audit_v1_fix3\Q1_R08A0_MNMS_KAGGLE_MIRROR_ARCHIVE_LOCK.json,outputs\Q1_R08A0_mnms_kaggle_mirror_archive_identity_audit_v1_fix3\Q1_R08A0_MNMS_KAGGLE_MIRROR_ARCHIVE_LOCK.json,2615,6d3a94dcd5a197618f13d55741f36414b7c9039aba855fd54e9904c1fb683a7f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A0_mnms_kaggle_mirror_archive_identity_audit_v1_fix3\structural_pair_summary.json,outputs\Q1_R08A0_mnms_kaggle_mirror_archive_identity_audit_v1_fix3\structural_pair_summary.json,194,d33ae4d6ca2efc6d89c62295a3fc5b3068665e812161d1b7b3a84197865f93a8,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\metadata_normalized.csv,outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\metadata_normalized.csv,29767,a9e43998d06f628bee222988305d423dea0733e2c3c22787a44cbb3cd55afa0e,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\metadata_table_inventory.csv,outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\metadata_table_inventory.csv,347,860ad3c42ebc29e15b5e0b02859c932fea1875ad9f39907aa08a2892d04d0c04,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\paired_case_metadata_manifest.csv,outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\paired_case_metadata_manifest.csv,49396,14c8ebe5024e5a12b7cd630cac7ea67e6e299ac3edf1876681ffb47ec1f3dbe3,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\Q1_R08A1_MNMS_VENDOR_DOMAIN_LOCK.json,outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\Q1_R08A1_MNMS_VENDOR_DOMAIN_LOCK.json,3842,e2cdf7c538a04d735240a9d6c65ee44d3db9c555a02cc82cd465f48836da2102,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\upstream_audit.json,outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\upstream_audit.json,758,8d25dac49693575e05fbe6202248d5208ec89422b2eac1ca6e925e4e8239ee0e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\vendor_domain_summary.csv,outputs\Q1_R08A1_mnms_zip_native_metadata_vendor_domain_audit_v1\vendor_domain_summary.csv,196,e1779d206d4e2c8e732de83780498ac01b2b2298dc0a8409158489147964c782,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\case_processing_audit.csv,outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\case_processing_audit.csv,47394,d8e004ac47b2e0d7d98c17d80889fa4bb7e1dc2a819fbc45dd09dfd5d9c16a7f,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\dataset_summary.json,outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\dataset_summary.json,1187,942d757a5b1ec6f0708b9e6af195513b85ddac2baefec5aac1fb5964d589247e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\metadata_phase_table.csv,outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\metadata_phase_table.csv,4907,9318117979891bfba5146532a27f8c4644df94f4e05b02724cc03b6dde878c2b,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\Q1_R08A2_MNMS_COMPACT_BA_ASSET_LOCK.json,outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\Q1_R08A2_MNMS_COMPACT_BA_ASSET_LOCK.json,3468,e7df0cb2228a8b1f405ec97b78674763d48a4bd9a061017ef2cb61f67640c4c9,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\upstream_audit.json,outputs\Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1\upstream_audit.json,648,b54604461360953b856621306c2d11068b0d5d1e65189e7afd73718ba27f14f4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\A_to_B\training_summary.json,outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\A_to_B\training_summary.json,517,6f2f476a19f7663a97f14dfb98fec1fa35be86dde203a307444096624a2454e7,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\B_to_A\training_summary.json,outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\B_to_A\training_summary.json,518,5c2c13d0276508f50d782a87c6fe418f8c11ea636457e0f8af7d5fd6f11e549b,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json,outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json,3306,393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\source_split_manifest.csv,outputs\Q1_R08B0_mnms_source_only_deeplab_pilot_v1\source_split_manifest.csv,39622,117613b3d7c70d81fcc8e6c35e90a5059326bedf27b60f4c4a18a79d322ab224,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260819\STATE_COMPLETE.json,253,5f4a2b436a8b0655466355122b023301f3b98ae4bc4806ffcf4ed240d946243e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260819\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260819\state_summary.json,637,03c0a20cbab168e39e0687244d91865ce0fc833864bf611f264757673758b374,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260819\training_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260819\training_summary.json,517,6f2f476a19f7663a97f14dfb98fec1fa35be86dde203a307444096624a2454e7,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260820\STATE_COMPLETE.json,254,f19427d93ba9fe99556fbc8108aabc3a39afafb2d6db7cecf6a97ccfc8802b78,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260820\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260820\state_summary.json,780,fc4349be43b4cd71632bfd015615c1d2a64d25f2734841a750c508ecd04841e2,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260821\STATE_COMPLETE.json,254,72e1b4b167a38ef2c96f6c686f74f1e9338640a625a05f07c34e9932028b4804,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260821\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\deeplabv3_r50\seed_20260821\state_summary.json,780,999e5eeef5ba6ed99537ff6b6d8a1e17c0017303d26f975097fb1241b483bf69,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260819\STATE_COMPLETE.json,248,9b71a4089f439bc1e174eab02ec835dd1b071ed176d7c03a1b71302cf5065b57,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260819\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260819\state_summary.json,768,f39567e91cd8b7fdd8bfaecc05a0852aef62e192742d45a9b742c09832d5cadb,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260820\STATE_COMPLETE.json,248,5eb340ebda01b65f1a1e6657698a15666cd067ab6ee3a83967d595d6b16a828e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260820\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260820\state_summary.json,768,4c65dcdc5fd3b8afe9e37e5df64db12b659b1b179aaeaaf2853f3c504a5caa95,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260821\STATE_COMPLETE.json,248,10b3200f5b4c18d6834f81106833868fc16644923b96178c7506b559f3c088db,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260821\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\fcn_r50\seed_20260821\state_summary.json,768,40d085a87c1b97936b7c61baf179b01a09f25e81efa5ff796255a38131415674,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260819\STATE_COMPLETE.json,253,52a2c25b4b10dd205a2d61a1e9cb98eb7f9b8e61f44620cb576b0a6dcb4c41fa,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260819\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260819\state_summary.json,901,8673a8b90899e34e400a52b1166a68df74d38c52fa364bb060f7490742921617,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260820\STATE_COMPLETE.json,253,84d870d0cd7a38920f8f6197ce45c7b1abee9fd32d86dc58f6ab84fbe1609cfa,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260820\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260820\state_summary.json,901,b1254a1c859f8fd2e79f7e128d7d59b4cbf586ed63614d5cea7c15c41e733fb1,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260821\STATE_COMPLETE.json,253,6f347f47b2a584119a531279594b68721e8a67e55d6570eba099e07e78520d9d,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260821\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\A_to_B\segformer_b0\seed_20260821\state_summary.json,901,88ba3b685c6109b5576c429cd193b5751ebab985a8deb9dabaaec95b7e8958b1,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\architecture_direction_summary.csv,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\architecture_direction_summary.csv,774,29c6cbc4c0b661dc5d5066ca4d4d3e28e85bff3b8006a741f1f1f37e4f79d98b,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260819\STATE_COMPLETE.json,253,eb32d770fb72e41c130403ab0e96b4d53883bec76e7b865668e469fc68d75a47,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260819\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260819\state_summary.json,638,afadcf8b830c35fa8b6b208c98fad5eb3d3df56ffee2351e132c25fa7ee4cd2e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260819\training_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260819\training_summary.json,518,5c2c13d0276508f50d782a87c6fe418f8c11ea636457e0f8af7d5fd6f11e549b,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260820\STATE_COMPLETE.json,254,b2870b6e467db4803edbe7e5167293e0313088c845854eb3ae2a04a09765b981,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260820\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260820\state_summary.json,560,6d8ae8bb4e9b532d0d26e9f39fd2428ab4734533a34ae602c863aa94d9f919b4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260821\STATE_COMPLETE.json,254,42ff007c2b8cc235e32e4e819e54f521f0b199818742be6b7ec3b29dbbd4d573,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260821\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\deeplabv3_r50\seed_20260821\state_summary.json,560,06d82668a94e20e37b3da147b166cf138fc8892fd9f356aa973f65512d0e54e6,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260819\STATE_COMPLETE.json,248,f4673d50de5bfd0a82e61984de83ab870910d496c45eaf01295d89a5233cc67a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260819\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260819\state_summary.json,548,f7d273d6f2e05f5514491b7bff7104d4f448d8afb840c0c64cc4145fa97791e5,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260820\STATE_COMPLETE.json,248,feb3bcbe50813e79f65e3097b529a7430e58a5b9d7c12e0cfc260509745ef73b,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260820\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260820\state_summary.json,547,e8ec943e3360b1759ecb93aad93e614706029a80a891702a60cccfa798afdb39,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260821\STATE_COMPLETE.json,248,eef72887f1124819fcc6252f333dc2e2c78b25b388672f7daf26bf1301c13cd4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260821\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\fcn_r50\seed_20260821\state_summary.json,548,bad9a187c52e68145b50d76c2d1128fda0e1c558a2ac5ad7d776bc08b0c80e6e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260819\STATE_COMPLETE.json,253,9b9434d8ab23552ffdefb1939e714ba84033008b0c6adb65daa647f177b8e71a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260819\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260819\state_summary.json,901,d99069e9a3985827f99cae7e32d3943e90805f52099b0fde2ce15c14a9bab476,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260820\STATE_COMPLETE.json,253,145239b7ea754fe81503286cbde43f46536de58ce2d099b4dbf23ac5a2317f2e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260820\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260820\state_summary.json,902,4fc1f372ffc2b735c9e0077b8cb555481d650e1ae760e1d2b2d7f2d0f143768f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260821\STATE_COMPLETE.json,253,5db40815c541858bd4616744feefe88bebd5ba4ce701dacc5f6cd19197e4ce38,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260821\state_summary.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\B_to_A\segformer_b0\seed_20260821\state_summary.json,901,8d813d92df65dec0613c6b26e6911d131b383967330cf5f8ec8f2676893f698a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\inherited_source_split_manifest.csv,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\inherited_source_split_manifest.csv,39622,117613b3d7c70d81fcc8e6c35e90a5059326bedf27b60f4c4a18a79d322ab224,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_PANEL_LOCK.json,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_PANEL_LOCK.json,5276,f3af46f44ca2db3a0d8d36dea2f2ce476d86d1b1926c43651d09626e8f76e478,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\state_panel_summary.csv,outputs\Q1_R08B1_mnms_heterogeneous_source_only_panel_v1\state_panel_summary.csv,2786,6676958f363f0a52b2d5bf23f8232931f0d99a8fddd7b08a41ea4f74615791fa,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\inherited_source_split_manifest.csv,outputs\Q1_R08C0_mnms_source_utility_asset_v1\inherited_source_split_manifest.csv,39622,117613b3d7c70d81fcc8e6c35e90a5059326bedf27b60f4c4a18a79d322ab224,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\Q1_R08C0_MNMS_SOURCE_UTILITY_ASSET_LOCK.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\Q1_R08C0_MNMS_SOURCE_UTILITY_ASSET_LOCK.json,5096,34452ab5a65f9b41224f76d19ee7b88a1f24c639ba07ec79c93884bbca26726c,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\state_summary.csv,outputs\Q1_R08C0_mnms_source_utility_asset_v1\state_summary.csv,2211,e41d5ec5112c8153c72fbef53abdc1c4dcab98017012c74827432c8cb3bb42e3,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260819\STATE_COMPLETE.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260819\STATE_COMPLETE.json,234,8e6b0c487d412e7895dfef5e1742ac9636ee621bdf492d4a53e1392dafc70016,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260819\state_summary.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260819\state_summary.json,455,1ab969a300d2fbdc7ddda95fae16fedcc18822631a65947a7dfe9bd9b9d3cd0d,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260820\STATE_COMPLETE.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260820\STATE_COMPLETE.json,234,1b78ef88a6cb5e0e2248a9d35846a980e81037f847447c2d0b256c76dde4ed2f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260820\state_summary.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260820\state_summary.json,455,d9b6b2588c7ea88942924142efc02f8cb1f0cd2fa6aae50be23a75aaab0efe1b,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260821\STATE_COMPLETE.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260821\STATE_COMPLETE.json,234,571e26657d7afa537bce0690df5f6925affe655ae450e8229183725a3e16828c,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260821\state_summary.json,outputs\Q1_R08C0_mnms_source_utility_asset_v1\states\A_to_B\deeplabv3_r50\seed_20260821\state_summary.json,439,364f5ad9e6289b8b5c0c24f09b2ae124ec243f884bb4dfa942135cc3ca568858,.json,protocol_or_result_sidecar,,
