path,relpath,size_bytes,sha256,suffix,category,syntax_ok,route_tokens
F:\MEDSEG_SAFETTA\code\Q1_R10K2A_dinov2_image_mask_representation_lock_fix1.py,code\Q1_R10K2A_dinov2_image_mask_representation_lock_fix1.py,22637,25853e849fecaf847f7ba04dcc2c8b520aa3e248f50af5ac21d19bb0ce4c4778,.py,candidate_final_script,True,Q1_R10K2A
F:\MEDSEG_SAFETTA\code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix1.py,code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix1.py,14674,9d1b36c19aedb5ac9f8aba5b285fff4fe271e26f47bf842397c331a28a517254,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix2.py,code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix2.py,15448,d7f40cf62f74132775b607aeb3f4dcf6f6c49ba5d771fc9e229ec4aec02df54d,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix3.py,code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix3.py,21037,1acb8c3c9ac6a72d69259dc3096358579aa24c8fcb356561fa1d95732f72aaba,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix4.py,code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix4.py,21101,964a115b86a4e2fc98ab3bf2417468fe60ccda58e4e8e823c719116963123ca4,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_R15D0_runtime_computational_overhead_preflight_fix1.py,code\Q1_R15D0_runtime_computational_overhead_preflight_fix1.py,16410,f68f3083ba92cba09697a22bb7dcb7f9960fdfa8c1f2bffdf81e03b7c30882af,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_R15D0_runtime_computational_overhead_preflight_fix2.py,code\Q1_R15D0_runtime_computational_overhead_preflight_fix2.py,18373,a74f9555890fda4ddae94326d5db1f72de305b69797c96800ede838ef1ef4d42,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_R15D1_runtime_computational_overhead_benchmark_fix1.py,code\Q1_R15D1_runtime_computational_overhead_benchmark_fix1.py,37734,c33412ea1f806609e579e27a16ab41ee695c3b987cbd9f18dcd245decfe3dc00,.py,candidate_final_script,True,runtime
F:\MEDSEG_SAFETTA\code\Q1_SAFETTA_harm_margin_sensitivity_v1.py,code\Q1_SAFETTA_harm_margin_sensitivity_v1.py,5700,37226877f7879554379c5a362ab1042313c738d18624cd424faa45b836ffcbeb,.py,candidate_final_script,True,Q1_SAFETTA_harm_margin_sensitivity
F:\MEDSEG_SAFETTA\code\Q1X_CM0_prostate_mri_data_acquisition_integrity_audit_fix1.py,code\Q1X_CM0_prostate_mri_data_acquisition_integrity_audit_fix1.py,11515,7f98554b3360b3c4c2b514d796158c657f353d80ad4fb8b56b6ae35910b7addd,.py,candidate_final_script,True,Q1X_CM0_
F:\MEDSEG_SAFETTA\code\Q1X_CM2B_prostate_mri_preprocessing_and_model_protocol_lock_fix1.py,code\Q1X_CM2B_prostate_mri_preprocessing_and_model_protocol_lock_fix1.py,19384,5722909525505d6185852552adaa320b1c2df29480c058de8db79d3326b47650,.py,candidate_final_script,True,Q1X_CM2B_
F:\MEDSEG_SAFETTA\code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix1.py,code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix1.py,45554,6c21b5676a450159b88c901d81aa2f92569c5766e403e20e5f3ac5b6abd8dcdf,.py,candidate_final_script,True,Q1X_CM3_
F:\MEDSEG_SAFETTA\code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix2.py,code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix2.py,48642,be89c9edac9ef0441696646bc1fb361ad87b4d7d50d4ce14f8b49e617a95a424,.py,candidate_final_script,True,Q1X_CM3_
F:\MEDSEG_SAFETTA\code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix3.py,code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix3.py,54635,443e371c1a71173cc9fd3eaa4876cb8721a00497836e06d902b50da12cb9f57a,.py,candidate_final_script,True,Q1X_CM3_
F:\MEDSEG_SAFETTA\code\Q1X_CM4A_source_oof_exact_batch_replay_audit_fix3.py,code\Q1X_CM4A_source_oof_exact_batch_replay_audit_fix3.py,17409,5dd4187b5cb16ed03b5004c360b018e1c37bce37624e8b01ee98322049fab4a7,.py,candidate_final_script,True,Q1X_CM4A_
F:\MEDSEG_SAFETTA\code\Q1X_CM4A_source_oof_replay_numerical_boundary_audit_fix2.py,code\Q1X_CM4A_source_oof_replay_numerical_boundary_audit_fix2.py,16099,cc2f2ecfa38c5fb5050c37cfe24337ea3b018d2834d9c959cd73ebbc5fa1b068,.py,candidate_final_script,True,Q1X_CM4A_
F:\MEDSEG_SAFETTA\code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix1.py,code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix1.py,40414,6cad8ec9695400a2c469ab073327f15a9c31b27a51efdebd72f13dce9486cdd6,.py,candidate_final_script,True,Q1X_CM4A_
F:\MEDSEG_SAFETTA\code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix4 (1).py,code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix4 (1).py,40595,cd4af7a78fcfc72ff4a12df43578757f095d6a0cb3a6445c8b6c25e50e6ca6c0,.py,candidate_final_script,True,Q1X_CM4A_
F:\MEDSEG_SAFETTA\code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix4.py,code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix4.py,40595,cd4af7a78fcfc72ff4a12df43578757f095d6a0cb3a6445c8b6c25e50e6ca6c0,.py,candidate_final_script,True,Q1X_CM4A_
F:\MEDSEG_SAFETTA\code\Q1X_CM4B_mri_source_prediction_conditioned_safety_grouped_oof_fix1.py,code\Q1X_CM4B_mri_source_prediction_conditioned_safety_grouped_oof_fix1.py,37901,0b894a2db0d58dda6fa9fe26bf0b1482a3da89d25918405e45e39346d132cc40,.py,candidate_final_script,True,Q1X_CM4B_
F:\MEDSEG_SAFETTA\code\Q1X_CM4C_final_source_safety_estimator_and_threshold_lock_fix1.py,code\Q1X_CM4C_final_source_safety_estimator_and_threshold_lock_fix1.py,18334,ca3bf1276aee867d9423d28dd82c83e48f255b542cb08b52c88a58a82e1b2a3e,.py,candidate_final_script,True,Q1X_CM4C_
F:\MEDSEG_SAFETTA\code\Q1X_CM4C_final_source_safety_estimator_and_threshold_lock_fix2.py,code\Q1X_CM4C_final_source_safety_estimator_and_threshold_lock_fix2.py,24790,dd5b410f612b81bcbdc6ac2fbfe8bc4b22a21a049beeac80a2fb589d474a58bc,.py,candidate_final_script,True,Q1X_CM4C_
F:\MEDSEG_SAFETTA\code\Q1X_CM4D_final_all_source_segmentation_models_lock_fix1.py,code\Q1X_CM4D_final_all_source_segmentation_models_lock_fix1.py,24372,8a54f9a2f437eecaccf0992e24eedf0c900121a7d312b159b977457e05f53565,.py,candidate_final_script,True,Q1X_CM4D_
F:\MEDSEG_SAFETTA\code\Q1X_CM4D_final_all_source_segmentation_models_lock_fix2.py,code\Q1X_CM4D_final_all_source_segmentation_models_lock_fix2.py,31198,a0ede8bc703e925059708217d72c81ed87792d4f11485f2bb7aedd89287ae175,.py,candidate_final_script,True,Q1X_CM4D_
F:\MEDSEG_SAFETTA\code\Q1X_CM5A_promise12_gt_free_prediction_tent1_safety_scoring_lock_fix1.py,code\Q1X_CM5A_promise12_gt_free_prediction_tent1_safety_scoring_lock_fix1.py,52451,e7373152880068157b88cba31f091258932c9366e53313476692ab81c5c50f3b,.py,candidate_final_script,True,Q1X_CM5A_
F:\MEDSEG_SAFETTA\code\Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix1.py,code\Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix1.py,38654,033c8629524edb4c7542a02fe8a9081ca58b3d3805bc281be85de84f2db0dd28,.py,candidate_final_script,True,Q1X_CM5B_
F:\MEDSEG_SAFETTA\code\Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2.py,code\Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2.py,41657,3ef0aa921a69fa2db877ac39369bed676edbb52e5c18f99a2d123870eeb3a908,.py,candidate_final_script,True,Q1X_CM5B_
F:\MEDSEG_SAFETTA\code\Q1X_CM6_promise12_gt_reveal_locked_policy_evaluation_fix1.py,code\Q1X_CM6_promise12_gt_reveal_locked_policy_evaluation_fix1.py,40740,68208034e3f9ff5937bf44973f7882d0d2820073d9188e0cc07637f1963d24b0,.py,candidate_final_script,True,Q1X_CM6_
F:\MEDSEG_SAFETTA\code\Q1X_CM7A_promise12_external_ranking_baseline_audit_fix1.py,code\Q1X_CM7A_promise12_external_ranking_baseline_audit_fix1.py,42961,3a9ec0d5bd996ef141a250ebc42c223942f6c11742ec25adf46f8f058b0b06b7,.py,candidate_final_script,True,Q1X_CM7A_
F:\MEDSEG_SAFETTA\code\Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2.py,code\Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2.py,44249,f910252691d78236de89114e5d630d0d8296be392d135169c186e90f72ef2ba3,.py,candidate_final_script,True,Q1X_CM7A_
F:\MEDSEG_SAFETTA\code\Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1.py,code\Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1.py,23467,2ff2e110a0ee62c4f7d142c4deba202259fc25e0be69f096c5d599f59403aba4,.py,candidate_final_script,True,Q1X_CM7B_
F:\MEDSEG_SAFETTA\outputs\Q1_R00_heterogeneous_model_panel_asset_audit_v1\architecture_summary.csv,outputs\Q1_R00_heterogeneous_model_panel_asset_audit_v1\architecture_summary.csv,428,31fb9fb1c53c9ab78742015cf01db77565376336b6af5ee887b6a8c8fc15b883,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R00_heterogeneous_model_panel_asset_audit_v1\provenance_audit.json,outputs\Q1_R00_heterogeneous_model_panel_asset_audit_v1\provenance_audit.json,979,5fec87d9b5222413ccb4c03a9cfb1ed2991ca99c1d4b888e9a25cacb3b989299,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R00_heterogeneous_model_panel_asset_audit_v1\Q1_R00_MODEL_PANEL_ASSET_LOCK.json,outputs\Q1_R00_heterogeneous_model_panel_asset_audit_v1\Q1_R00_MODEL_PANEL_ASSET_LOCK.json,3337,052d03456324fef03430cd090f2c2df28b3a0330c7c8467f9351189d4394a6ee,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R01C_third_architecture_selection_training_plan_v1\Q1_R01C_THIRD_ARCHITECTURE_PLAN_LOCK.json,outputs\Q1_R01C_third_architecture_selection_training_plan_v1\Q1_R01C_THIRD_ARCHITECTURE_PLAN_LOCK.json,3759,6c65597f59c3dfaf9827200af4f7dec4e4f7ee04896b972ee238d00aa9c3bf28,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R01C_third_architecture_selection_training_plan_v1\segformer_three_state_training_manifest.csv,outputs\Q1_R01C_third_architecture_selection_training_plan_v1\segformer_three_state_training_manifest.csv,782,5a11909981edaeb7d54674585d70afb8f6595be994826110a04d2787db4da27d,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_original_source_provenance_audit_fix4\provenance_audit_summary.json,outputs\Q1_R02_original_source_provenance_audit_fix4\provenance_audit_summary.json,1277,d6a32759a75c03cea5cce8108d02bd24e688f657e0ed03469ca1cbb038dffdc6,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_original_source_provenance_audit_fix4\Q1_R02_ORIGINAL_SOURCE_PROVENANCE_AUDIT_FIX4_LOCK.json,outputs\Q1_R02_original_source_provenance_audit_fix4\Q1_R02_ORIGINAL_SOURCE_PROVENANCE_AUDIT_FIX4_LOCK.json,1722,1c35fc011cc88d0b1c0d0d589c78d9253c62e1baf99c6a990ab8282f64dad3f0,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_original_source_provenance_audit_fix4\s00_asset_role_audit.json,outputs\Q1_R02_original_source_provenance_audit_fix4\s00_asset_role_audit.json,543,150a14fb00ba6b8c20ec5fbf2d0b8e7516a199307fb86203325570fdc4dcc0e4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building\environment_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building\environment_audit.json,510,e4065aad259701cbfdb69fb64f7e3151ac6ca996be9991a8629b993a36a8204f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building\pairing_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix5__building\pairing_audit.json,1174,1a14d0eebe036eb6d20e3a73c27c20f628f785e7fcf4ac257b5050d5ed2940e4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building\environment_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building\environment_audit.json,510,e4065aad259701cbfdb69fb64f7e3151ac6ca996be9991a8629b993a36a8204f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building\pairing_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix6__building\pairing_audit.json,1174,1a14d0eebe036eb6d20e3a73c27c20f628f785e7fcf4ac257b5050d5ed2940e4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\checkpoint_sha256_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\checkpoint_sha256_audit.json,393,7420b568a2a9c81626585be39b1bb68c2d17f9e792bb86e655b9c9f274e58b54,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\environment_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\environment_audit.json,510,e4065aad259701cbfdb69fb64f7e3151ac6ca996be9991a8629b993a36a8204f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\pairing_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\pairing_audit.json,1174,1a14d0eebe036eb6d20e3a73c27c20f628f785e7fcf4ac257b5050d5ed2940e4,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\provenance_audit.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\provenance_audit.json,2004,3832233a2a0a7b9d66d7b6b70f9b9e16b2d9f1d280aa616cf3186258666bc4b5,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\Q1_R02_SEGFORMER_SOURCE_TRAINING_LOCK.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\Q1_R02_SEGFORMER_SOURCE_TRAINING_LOCK.json,4617,42d27708b95211491df5c920a83a5223f7d6f3ee22cf1ff673609e6ec8b956a0,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260820\seed_summary.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260820\seed_summary.json,588,ca4a4e5a089be5b2c33e2f820331070f8d23468542421be5d74c61ce0fabdd45,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260821\seed_summary.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260821\seed_summary.json,588,c4b57971d953ad5cdaea5f1bfad61d8a2202853c70b5482010167c0c2dc35011,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260822\seed_summary.json,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260822\seed_summary.json,587,5d93ea3b27307abf24f376e6c54c98b5b795d2de458525d4f586a73ddf03a69b,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\three_seed_summary.csv,outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\three_seed_summary.csv,987,12d21cf1688f6cfdf9cd1f3e0355e8fbbadfabaf62de26d21817c61673de7a9b,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_source_interface_diagnostic_fix2\diagnostic_summary.json,outputs\Q1_R02_source_interface_diagnostic_fix2\diagnostic_summary.json,898,963c31f33cbb487ac0b37f036ba23e30927e655b11cbdcfa6cb36cb513f0c246,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_source_interface_diagnostic_fix2\locked_source_tree_summary.csv,outputs\Q1_R02_source_interface_diagnostic_fix2\locked_source_tree_summary.csv,868,ecc0b39f94905a3489c9de75912143deaefcffde636d8ed7da533f475344c8c3,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_source_interface_diagnostic_fix2\manifest_candidate_details.json,outputs\Q1_R02_source_interface_diagnostic_fix2\manifest_candidate_details.json,2,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_source_interface_diagnostic_fix2\manifest_candidate_index.csv,outputs\Q1_R02_source_interface_diagnostic_fix2\manifest_candidate_index.csv,84,63fbaea48602c7aa9cd97918e36270aee1caca6b58efe21363ac740fd951e32d,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_source_interface_diagnostic_fix2\Q1_R02_SOURCE_LAYOUT_DIAGNOSTIC_FIX2_LOCK.json,outputs\Q1_R02_source_interface_diagnostic_fix2\Q1_R02_SOURCE_LAYOUT_DIAGNOSTIC_FIX2_LOCK.json,1601,5b679392de6c6302ce35bb25d616e5d2861a8c8cca851a14e393d0951b1b269d,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02_source_split_reconstruction_fix3\Q1_R02_SOURCE_SPLIT_RECONSTRUCTION_FIX3_LOCK.json,outputs\Q1_R02_source_split_reconstruction_fix3\Q1_R02_SOURCE_SPLIT_RECONSTRUCTION_FIX3_LOCK.json,939,a3753ef49e7e9a7e60dce52f26568fb06ceb98712a266f73bfa5eaaa235e91b0,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_data_directory_inventory_v1\inventory_summary.json,outputs\Q1_R02R_data_directory_inventory_v1\inventory_summary.json,424,7506bc6c99c1d9bd74d8a083c2f5f75b587b42b94611238b5e35d811c87cebf8,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_data_directory_inventory_v1\Q1_R02R_DATA_DIRECTORY_INVENTORY_LOCK.json,outputs\Q1_R02R_data_directory_inventory_v1\Q1_R02R_DATA_DIRECTORY_INVENTORY_LOCK.json,1165,65be7d642d4046d9a47a06ca93d5045029d3db9c0877c05f1953bb9754a87877,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_download_archive_inventory_v1\archive_summary.csv,outputs\Q1_R02R_download_archive_inventory_v1\archive_summary.csv,3046,cfc6552636ca97328b2774616fde5e8ed763114fa6a788d144fa0182736038e9,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_download_archive_inventory_v1\inventory_summary.json,outputs\Q1_R02R_download_archive_inventory_v1\inventory_summary.json,224,7e399ee5851aa3b24618b2511cb76ed4ddfd9c9f034e0e0fb0e3fbe1df13a61a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\audit_summary.json,outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\audit_summary.json,425,bfc757fb0914d18bbaae8b9ecf9d2bdcbfe074d5e1b86b9594148aa4b691a55a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\directory_recursive_summary.csv,outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\directory_recursive_summary.csv,2769,c4057ca41d28a5637e9ce0fc0655a8e4f2cdb4dfd6591be678fe312fa8908fde,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\second_level_summary.csv,outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\second_level_summary.csv,2234861,bee5b14654ac55bc6558de7ebf5deb803ed558600e27c3377e769b4b81c53841,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\top_level_summary.csv,outputs\Q1_R02R_polypdataset_archive_structure_audit_v1\top_level_summary.csv,328,d80e4edd9ffb0b1d6114f436134e50b2051ae05e3a2445734da1a8b04ca0c5e4,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\excluded_asset_audit.csv,outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\excluded_asset_audit.csv,2021,fae6236d025dacb084026bbd1d6b40fbc4f22c30d37a68db03c6d425dd0e6d7b,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\pairing_audit.csv,outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\pairing_audit.csv,439,9ef96e88b39837d24f5d3866c3659d42a2abb1a2632a21886bab59616345dbba,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\provenance_audit.json,outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\provenance_audit.json,700,71eb7dffb542347f0182fb3b056307714175c0a8bfd60ad17127937479828528,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\Q1_R02R_STANDARDIZED_SOURCE_AUDIT_LOCK.json,outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\Q1_R02R_STANDARDIZED_SOURCE_AUDIT_LOCK.json,2497,ab517f6f12ba7d63e133debf5cd20487da9d2c008225fc4c6c2beffd15577ff1,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\source_candidate_summary.json,outputs\Q1_R02R_standardized_source_dataset_panel_reset_audit_v1\source_candidate_summary.json,226,5c815fedbcfa2b463175d7d788229bcb692209e059c6532145915d6df3e43e7f,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix1__building\panel_checkpoint_manifest.csv,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix1__building\panel_checkpoint_manifest.csv,2019,de4d7b843ce9a67c1fa3f2c3932453b462b632e5c53b99ed09957c04c34d604f,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix1__building\pranet_reuse_audit.json,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix1__building\pranet_reuse_audit.json,137,55da9a5487e1a6b093bf311bdb0f89827cd8515f9d63837f4274ecc8c52dd73a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix1__building\source_group_fold_audit.csv,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix1__building\source_group_fold_audit.csv,7550,b5ab64b89c1514abe21837ecc20706fa50248a37eba777e6b14cb05d4424beb0,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\architecture_distribution_summary.csv,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\architecture_distribution_summary.csv,1045,667c73a2f8b9f968e975149f1026cf324c6fd23cb384f4b71c878617af324e20,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\deeplab_reuse_and_b0_audit.json,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\deeplab_reuse_and_b0_audit.json,254,0e9fc04e3e52360d5369782a02a48bc38b5901d06e810eb5893b0878e6a3906d,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\panel_checkpoint_manifest.csv,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\panel_checkpoint_manifest.csv,2019,de4d7b843ce9a67c1fa3f2c3932453b462b632e5c53b99ed09957c04c34d604f,.csv,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\pranet_reuse_audit.json,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\pranet_reuse_audit.json,137,55da9a5487e1a6b093bf311bdb0f89827cd8515f9d63837f4274ecc8c52dd73a,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\provenance_audit.json,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\provenance_audit.json,1362,ec8b6737531d413bdb96f1b36c6dd668d82e0bf698e906aa13a56adc68bc0f8e,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\Q1_R03_NINE_STATE_SOURCE_UTILITY_LOCK.json,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\Q1_R03_NINE_STATE_SOURCE_UTILITY_LOCK.json,3148,2c773f5eb70bedb50e2c231ef2512c06dff5ecca425eb43b2719637c1bc06dad,.json,protocol_or_result_sidecar,,
F:\MEDSEG_SAFETTA\outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\segformer_tent_parameter_audit.json,outputs\Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2\segformer_tent_parameter_audit.json,20432,54dcc91337daee388297d58ac8ed7beca4d6e668e786d2cd3ce38dfb9c02654b,.json,protocol_or_result_sidecar,,
