setting,policy,requested_coverage,metric,bootstrap_valid,bootstrap_mean_delta,ci95_low,ci95_high
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,prevented_harm_fraction,2000,0.13679390638603955,0.07731860834426701,0.18394277457261543
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,withheld_benefit_fraction,2000,-0.13236366123624602,-0.17566604477943953,-0.0885447512085372
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,mean_deployed_dice,2000,0.03438784958627424,0.02538863143979244,0.04338727015550721
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,mean_delta_vs_source,2000,0.03438784958627424,0.0253886314397924,0.04338727015550723
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,mean_delta_vs_adapt_all,2000,0.03438784958627424,0.02538863143979244,0.04338727015550721
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,harm_rate_among_adapted,2000,-0.21402823129251702,-0.24966836734693879,-0.15407312925170075
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,benefit_rate_among_adapted,2000,0.40148656462585036,0.2800453514739229,0.5044246031746031
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,prevented_harm_fraction,2000,0.09505021594460396,0.06763976623675945,0.09999999999999998
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,withheld_benefit_fraction,2000,-0.13924557709641483,-0.18116360461532943,-0.09140968999949593
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_deployed_dice,2000,0.028347019137642007,0.01822261262140287,0.036953171718011955
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_delta_vs_source,2000,0.028347019137642007,0.018222612621402904,0.036953171718012
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_delta_vs_adapt_all,2000,0.028347019137642007,0.01822261262140287,0.036953171718011955
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,harm_rate_among_adapted,0,,,
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,benefit_rate_among_adapted,0,,,
