setting,policy,requested_coverage,metric,selective_value,random_expected_value,delta
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_delta_vs_adapt_all,-0.007448649601230373,-0.035450144968092956,0.028001495366862583
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,harm_rate_among_adapted,,,
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,benefit_rate_among_adapted,,,
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,prevented_harm_fraction,1.0,1.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,withheld_benefit_fraction,1.0,1.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_deployed_dice,0.6870084111635587,0.6870084111635587,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_delta_vs_source,0.0,0.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_delta_vs_adapt_all,-0.03938904996454773,-0.03938904996454773,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,harm_rate_among_adapted,0.12052154195011337,0.12052154195011337,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,benefit_rate_among_adapted,0.1155328798185941,0.1155328798185941,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,prevented_harm_fraction,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,withheld_benefit_fraction,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,mean_deployed_dice,0.6899956861828027,0.6899956861828027,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,mean_delta_vs_source,0.0029872750192440067,0.0029872750192440067,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,mean_delta_vs_adapt_all,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,harm_rate_among_adapted,0.12018140589569161,0.12052154195011337,-0.00034013605442176353
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,benefit_rate_among_adapted,0.11312673217435122,0.1155328798185941,-0.0024061476442428786
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,prevented_harm_fraction,0.10253998118532455,0.09999999999999998,0.002539981185324572
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,withheld_benefit_fraction,0.11874386653581943,0.09999999999999998,0.018743866535819456
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,mean_deployed_dice,0.6892563530693737,0.6896969586808783,-0.00044060561150460753
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,mean_delta_vs_source,0.0022479419058150096,0.0026885475173196063,-0.0004406056115045967
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,mean_delta_vs_adapt_all,-0.0007393331134289971,-0.00029872750192438957,-0.00044060561150460753
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,harm_rate_among_adapted,0.10983560090702948,0.12052154195011337,-0.010685941043083888
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,benefit_rate_among_adapted,0.10147392290249434,0.1155328798185941,-0.014058956916099763
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,prevented_harm_fraction,0.270931326434619,0.19999999999999996,0.07093132643461902
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,withheld_benefit_fraction,0.29735034347399414,0.19999999999999996,0.09735034347399418
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,mean_deployed_dice,0.6891611715885123,0.6893982311789539,-0.00023705959044162395
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,mean_delta_vs_source,0.0021527604249536036,0.0023898200153952055,-0.00023705959044160183
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.8,mean_delta_vs_adapt_all,-0.0008345145942904031,-0.0005974550038487791,-0.00023705959044162395
