setting,policy,requested_coverage,metric,bootstrap_valid,bootstrap_mean,ci95_low,ci95_high
SUN_PL_CONF90,RISK_RANKED,0.8,mean_delta_vs_source,2000,0.002066880857601703,7.065169528077677e-05,0.004137205313327151
SUN_PL_CONF90,RISK_RANKED,0.8,mean_delta_vs_adapt_all,2000,-0.0009320166691914767,-0.0020249813613684386,0.0002162367422039924
SUN_PL_CONF90,RISK_RANKED,0.7,harm_rate_among_adapted,2000,0.10315954000647878,0.08113864593456431,0.12471655328798185
SUN_PL_CONF90,RISK_RANKED,0.7,benefit_rate_among_adapted,2000,0.0888721250404924,0.06851311953352769,0.11078717201166181
SUN_PL_CONF90,RISK_RANKED,0.7,prevented_harm_fraction,2000,0.4017250850421872,0.3323508855104729,0.47655948699870027
SUN_PL_CONF90,RISK_RANKED,0.7,withheld_benefit_fraction,2000,0.46188751584083004,0.37323588117881884,0.5495367710527703
SUN_PL_CONF90,RISK_RANKED,0.7,mean_deployed_dice,2000,0.6872941647649446,0.6225066556004311,0.7491853070909427
SUN_PL_CONF90,RISK_RANKED,0.7,median_deployed_dice,2000,0.8854442892194668,0.8434411198418987,0.9148469178973996
SUN_PL_CONF90,RISK_RANKED,0.7,mean_delta_vs_source,2000,0.0016058169873386585,-0.0002629097179023598,0.0036306976228120537
SUN_PL_CONF90,RISK_RANKED,0.7,mean_delta_vs_adapt_all,2000,-0.0013930805394545209,-0.002778266519538755,6.680189649254006e-05
SUN_PL_CONF90,RISK_RANKED,0.6,harm_rate_among_adapted,2000,0.09119349962207104,0.06708238851095993,0.1137613378684807
SUN_PL_CONF90,RISK_RANKED,0.6,benefit_rate_among_adapted,2000,0.07545039682539682,0.05517762660619804,0.09712773998488285
SUN_PL_CONF90,RISK_RANKED,0.6,prevented_harm_fraction,2000,0.5472101125599284,0.47079435547804027,0.6285026866702929
SUN_PL_CONF90,RISK_RANKED,0.6,withheld_benefit_fraction,2000,0.6085685511447866,0.5254131355932203,0.6938510873299107
SUN_PL_CONF90,RISK_RANKED,0.6,mean_deployed_dice,2000,0.687048226551566,0.6220540741572891,0.7491098244338887
SUN_PL_CONF90,RISK_RANKED,0.6,median_deployed_dice,2000,0.8853758318255718,0.8429389545509931,0.9147560564800807
SUN_PL_CONF90,RISK_RANKED,0.6,mean_delta_vs_source,2000,0.0013598787739600522,-0.0003882879390143118,0.003263898318867724
SUN_PL_CONF90,RISK_RANKED,0.6,mean_delta_vs_adapt_all,2000,-0.0016390187528331273,-0.0031310446255438107,-4.699209642788055e-05
